,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments
778,81,80,3,2,2,1,1,0,3,0,'M', No Comment ,'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,4,0,80.5,2.5,1.5,0,3,0,0,0,0,0,2,0,0,0,0,0
779,84,85,4,5,4,4,11,3,6,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,0,17,5,84.5,4.0,4.5,3,3,0,0,0,0,0,0,0,0,0,0,0
780,84,81,0,0,0,0,0,0,3,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--',0,3,0,82.5,0.0,0.0,3,2,0,1,0,0,0,1,0,0,0,0,0
781,75,76,3,4,1,4,8,0,7,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--', No Comment ,'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0,15,0,75.5,2.0,4.0,0,3,0,0,0,0,1,1,0,0,1,0,0
782,74,78,2,1,4,1,0,0,4,0,'M', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,4,0,76.0,3.0,1.0,0,3,0,0,0,0,0,2,0,0,0,0,0
783,75,76,2,4,2,3,5,15,5,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,10,25,75.5,2.0,3.5,0,5,0,0,0,1,0,0,0,0,0,0,0
784,79,87,3,5,1,5,3,0,0,1,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',0,3,1,83.0,2.0,5.0,0,3,1,0,0,0,1,1,0,0,0,0,0
785,0,0,0,0,0,0,13,8,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0,13,8,0.0,0.0,0.0,0,4,1,0,0,0,0,0,1,0,0,0,0
786,68,75,3,3,2,2,3,4,5,5,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Incomplete homework--','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,'Poor test scores--',0,8,9,71.5,2.5,2.5,0,2,0,1,0,0,1,0,1,1,0,0,0
787,78,80,2,4,3,3,8,1,4,2,'F','Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,12,3,79.0,2.5,3.5,0,5,0,0,0,0,0,0,0,0,0,0,0
788,73,74,1,0,1,1,10,2,21,16,'F', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,31,18,73.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
789,84,86,3,5,4,5,1,0,4,5,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,5,5,85.0,3.5,5.0,0,6,0,0,0,0,0,0,0,0,0,0,0
790,78,85,2,3,1,3,7,2,4,15,'F', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,11,17,81.5,1.5,3.0,1,4,0,0,0,0,0,0,0,0,0,0,0
791,80,82,4,5,4,5,12,0,13,0,'M', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment , No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0,25,0,81.0,4.0,5.0,1,2,1,0,0,0,0,0,0,0,0,0,0
792,83,85,3,4,4,4,3,4,1,4,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,4,8,84.0,3.5,4.0,0,6,0,0,0,0,0,0,0,0,0,0,0
793,77,82,3,5,4,4,7,2,5,5,'M',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Needs to participate more in class','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,12,7,79.5,3.5,4.5,1,3,0,0,0,0,0,0,0,1,0,0,0
794,85,89,4,4,5,4,6,1,5,8,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'",'Austin is a joy to have in class. He always is attentive and gets his work done on time.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,11,9,87.0,4.5,4.0,1,5,0,0,0,0,0,0,0,0,0,0,0
795,81,81,4,3,4,4,2,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,3,0,81.0,4.0,3.5,0,4,0,1,0,0,0,1,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Parent conference requested--', No Comment ,'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0,0,0,0.0,0.0,0.0,1,3,0,1,0,0,0,0,0,0,1,0,0
797,85,83,2,3,2,4,2,0,9,0,'F','Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,11,0,84.0,2.0,3.5,0,3,0,0,1,0,0,0,0,0,0,0,0
798,72,75,2,3,3,3,2,0,1,6,'M','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,3,6,73.5,2.5,3.0,0,3,1,0,0,0,1,1,0,0,0,0,0
799,85,89,3,4,4,5,0,0,2,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,2,1,87.0,3.5,4.5,1,5,0,1,0,0,0,0,0,0,0,0,0
800,80,83,3,5,4,4,0,1,0,3,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,0,4,81.5,3.5,4.5,0,4,0,0,0,0,0,1,0,1,0,0,0
801,82,79,2,4,3,4,2,1,1,9,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,'Conscientious about classroom responsibilities--', No Comment ,0,3,10,80.5,2.5,4.0,0,2,0,0,0,0,2,1,0,0,0,0,0
802,0,82,0,0,3,2,0,0,13,0,'M','Conscientious about classroom responsibilities--','Improvement noted--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--', No Comment ,0,13,0,41.0,1.5,1.0,0,1,0,1,0,0,0,3,1,0,0,0,0
803,79,74,2,4,2,4,10,0,7,3,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Not working up to his ability', No Comment ,0,17,3,76.5,2.0,4.0,0,3,0,0,0,0,0,1,0,1,0,0,0
804,76,78,2,1,4,2,6,1,3,0,'F', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--', No Comment ,'Parent conference requested--','Inattentiveness in class--',0,9,1,77.0,3.0,1.5,0,1,0,1,0,1,1,1,0,0,1,0,0
805,74,76,2,4,2,2,14,20,12,34,'M','Poor class attendance--','Improvement noted--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Inattentiveness in class--', No Comment ,'Parent conference requested--',0,26,54,75.0,2.0,3.0,0,1,0,0,0,1,1,0,1,0,1,1,0
806,0,0,0,0,0,0,0,0,0,0,'F', No Comment ,'Improvement noted--', No Comment , No Comment ,'Incomplete work--IXL','Unprepared for class--','Conscientious about classroom responsibilities--', No Comment ,0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0
807,74,77,2,3,1,4,6,2,3,1,'F', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,9,3,75.5,1.5,3.5,1,4,1,0,0,0,0,0,0,0,0,0,0
808,75,77,3,4,3,3,3,16,3,12,'M','Could do better.', No Comment ,'Parent conference requested--','Inattentiveness in class--', No Comment ,'Demonstrates outstanding effort--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,6,28,76.0,3.0,3.5,0,1,0,1,0,2,0,0,0,0,1,0,0
809,73,79,4,3,4,2,6,6,3,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--', No Comment , No Comment ,'Poor test scores--','Unprepared for class--','Incomplete work--','Poor class attendance--',0,9,21,76.0,4.0,2.5,0,1,2,0,1,0,1,0,0,0,0,1,0
810,0,80,0,0,1,3,0,0,7,58,'F','Unprepared for class--','Incomplete work--','Parent conference requested--', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,0,7,58,40.0,0.5,1.5,0,1,1,0,1,0,1,0,0,0,1,0,0
811,0,80,0,0,3,4,0,0,5,56,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","""Next semester, keep doing those test until YOU pass.  Ask for help if you don't understand.""", No Comment ,0,5,56,40.0,1.5,2.0,0,3,0,1,0,0,0,0,0,0,1,0,0
