,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
823,83,79,0,0,2,4,9,0,5,1,'F',0,14,1,81.0,1.0,2.0,0,5,0,0,0,0,0,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor class attendance. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
824,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,1,3,0,1,0,0,0,0,0,0,0,0,0," No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
825,72,80,2,4,4,3,1,0,1,1,'M',0,2,1,76.0,3.0,3.5,0,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
826,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
827,75,76,2,3,3,3,10,0,7,0,'M',0,17,0,75.5,2.5,3.0,0,4,2,1,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work. No Comment .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
828,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0," No Comment . No Comment .'The student started in my class on Some date.'. No Comment . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
829,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
830,72,78,1,4,1,3,15,25,4,16,'F',0,19,41,75.0,1.0,3.5,0,4,0,0,0,0,0,0,1,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted.'Poor class attendance.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
831,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,2,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities."
832,83,78,2,3,1,4,0,0,5,9,'F',0,5,9,80.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
833,0,86,0,0,3,2,0,0,3,1,'F',0,3,1,43.0,1.5,1.0,1,3,0,0,0,0,0,2,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
834,78,85,2,4,3,4,8,9,6,7,'F',0,14,16,81.5,2.5,4.0,0,4,1,0,0,0,0,0,0,1,0,0,0,"'Incomplete work.'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work."
835,79,80,3,4,2,4,5,0,5,2,'M',0,10,2,79.5,2.5,4.0,0,1,1,0,0,0,2,0,0,1,0,0,0,"'Poor test scores.'Incomplete work.'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Poor test scores."
836,82,81,3,4,2,4,0,1,3,0,'F',0,3,1,81.5,2.5,4.0,1,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
837,74,81,2,3,2,2,4,0,1,1,'F',0,5,1,77.5,2.0,2.5,0,2,0,0,0,0,1,1,0,0,1,0,0,"'Poor test scores.'Conscientious about classroom responsibilities.'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores."
838,76,78,2,3,2,3,4,1,6,4,'M',0,10,5,77.0,2.0,3.0,0,4,1,0,1,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class. No Comment .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
839,79,80,2,3,3,3,1,1,2,1,'M',0,3,2,79.5,2.5,3.0,0,3,0,0,0,1,0,1,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
840,82,81,4,4,4,4,1,0,1,0,'M',0,2,0,81.5,4.0,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Should make up work when it is missing right away.  Ask for help if needed.'.'Meets acceptable standards of cooperation, work, attitude and effort ."
841,78,82,3,4,3,4,1,0,2,1,'M',0,3,1,80.0,3.0,4.0,2,3,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
842,81,85,3,4,4,4,5,7,2,5,'F',0,7,12,83.0,3.5,4.0,2,3,0,1,0,0,0,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort."
843,75,76,3,4,1,4,14,3,8,13,'F',0,22,16,75.5,2.0,4.0,0,2,1,0,0,1,1,0,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class.'Incomplete work."
844,81,83,3,4,3,3,6,2,7,5,'F',0,13,7,82.0,3.0,3.5,0,1,0,1,0,0,1,1,0,1,0,0,0," No Comment .'Incomplete homework.'Poor test scores.'Demonstrates outstanding effort. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
845,86,84,3,4,4,4,8,0,4,1,'M',0,12,1,85.0,3.5,4.0,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
846,78,79,4,3,4,4,5,0,2,1,'M',0,7,1,78.5,4.0,3.5,0,4,0,0,0,0,0,0,1,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort ."
847,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,1,5,0,0,0,0,0,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
848,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,1,4,0,1,1,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Demonstrates above average ability, motivation and attitude in this class."
849,67,77,2,0,1,1,1,0,9,0,'M',0,10,0,72.0,1.5,0.5,0,2,1,0,0,0,2,1,0,0,0,0,0,"'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Incomplete work. A missing project.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores."
850,82,81,2,3,2,3,7,2,7,2,'M',0,14,4,81.5,2.0,3.0,0,4,0,0,0,0,0,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
851,78,80,2,4,3,4,1,0,1,1,'M',0,2,1,79.0,2.5,4.0,1,2,0,0,0,0,2,0,0,1,0,0,0,"'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores."
852,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,4,0,1,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
853,79,86,4,4,4,4,0,0,0,0,'F',0,0,0,82.5,4.0,4.0,1,4,0,1,0,0,0,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort."
854,80,80,3,5,2,4,0,3,1,2,'M',0,1,5,80.0,2.5,4.5,1,4,0,0,0,1,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
855,74,77,0,0,4,3,11,14,9,23,'M',0,20,37,75.5,2.0,1.5,0,0,0,0,1,0,0,0,0,1,2,2,0,'Incomplete homework.'Poor class attendance. No Comment . No Comment .'Parent conference requested.'Unprepared for class.'Poor class attendance.'Incomplete homework.
856,79,79,2,4,2,4,5,7,6,1,'F',0,11,8,79.0,2.0,4.0,0,4,0,0,0,1,0,1,0,0,0,0,0,"'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class."
857,79,76,3,1,2,1,5,0,1,0,'F',0,6,0,77.5,2.5,1.0,1,1,2,0,0,0,0,1,0,0,0,0,0,"'Incomplete work.'Incomplete work.'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work."
858,0,84,0,0,1,0,0,0,2,0,'F',0,2,0,42.0,0.5,0.0,0,3,0,1,0,0,0,1,0,0,1,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Demonstrates outstanding effort.'Parent conference requested. No Comment ."
