,student_ids,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target
819,117659,74,83,3,2,3,2,0,0,1,0,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work. A missing project- El folleto turístico.','','Needs to stay for tutoring','','Inattentiveness in class--','',0
820,159255,0,0,0,0,0,0,0,0,0,0,'M','Conscientious about classroom responsibilities--','Poor test scores--','','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--',,0
821,133260,85,80,2,4,1,4,5,0,10,9,'M','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'12/12/19 Javian is extremely bright, but his grade at the moment is not reflective because he did not complete the project we had recently. This ""0"" can still be brought up if he gets it done. At this point he can earn up to 50 points if it is done completely and done according to the directions. As discussed at conferences, he is a delight to teach and an insightful student.'",'Incomplete work--',0
822,117737,85,82,0,0,0,0,31,15,7,1,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor class attendance--','Unprepared for class--','Poor class attendance--',0
823,118107,83,79,0,0,2,4,9,0,5,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
824,158389,0,0,0,0,0,0,0,0,0,0,'M','',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
825,117982,72,80,2,4,4,3,1,0,1,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',0
826,118844,0,0,0,0,0,0,0,0,0,0,'F','','','','','','','','',0
827,117931,75,76,2,3,3,3,10,0,7,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','','Demonstrates outstanding effort--','Incomplete work--',0
828,160328,0,0,0,0,0,0,0,0,0,0,'F','','','The student started in my class on 12/12/19.','','','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
829,141656,0,0,0,0,0,0,0,0,0,0,'M','','','','','','','','',0
830,117430,72,78,1,4,1,3,15,25,4,16,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--','Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
831,159756,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
832,146854,83,78,2,3,1,4,0,0,5,9,'F','','','','','','',,,0
833,156488,0,86,0,0,3,2,0,0,3,1,'F',"'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
834,132559,78,85,2,4,3,4,8,9,6,7,'F','Incomplete work--','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
835,118160,79,80,3,4,2,4,5,0,5,2,'M','Poor test scores--','Incomplete work--','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','','',0
836,128702,82,81,3,4,2,4,0,1,3,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
837,133302,74,81,2,3,2,2,4,0,1,1,'F','Poor test scores--','Conscientious about classroom responsibilities--','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
838,124128,76,78,2,3,2,3,4,1,6,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','','Incomplete work--','',0
839,117733,79,80,2,3,3,3,1,1,2,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--','',0
840,118307,82,81,4,4,4,4,1,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Should make up work when it is missing right away.  Ask for help if needed.','',0
841,117621,78,82,3,4,3,4,1,0,2,1,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
842,118504,81,85,3,4,4,4,5,7,2,5,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0
843,116031,75,76,3,4,1,4,14,3,8,13,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--','',0
844,123709,81,83,3,4,3,3,6,2,7,5,'F','','Incomplete homework--','Poor test scores--','Demonstrates outstanding effort--','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',0
845,141763,86,84,3,4,4,4,8,0,4,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
846,118161,78,79,4,3,4,4,5,0,2,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Angel needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Angel to jmoreno@ucboe.us.-- Angel necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Angel a jmoreno@ucboe.us.','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
847,118810,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--',0
